photoid,normalizedpublic
4328746440,0
4380596300,1
4379941351,0
4369269926,0
4313217237,1
4375838856,0
4321210135,1
4315037066,1
4372195915,0
4368467288,0
4383511141,1
4339948392,0
4356537854,0
4374028361,1
4378630793,1
4379926322,0
4381805323,1
4357085555,0
4357448064,1
4384714107,1
4343918779,0
4345319688,1
4348749252,1
4343918779,0
4375986578,1
4334323999,1
4378804880,1
4370396360,1
4363043374,0
4379280673,0
4366358732,1
4370146481,0
4381898888,1
4381199118,0
4376836206,1
4359369427,1
4372583902,0
4355105761,0
4379036170,1
4338422575,0
4385107113,0
4345580903,1
4320286216,0
4379444155,1
4343419360,0
4420063559,0
4378903466,1
4383274544,1
4356918013,1
4347169037,1
4379696235,0
4376155301,1
4312976227,1
4352249968,0
4385034261,0
4355803144,1
4384062406,0
4385982081,0
4381304452,1
4383307671,0
4380248073,1
4420471184,0
4364445704,0
4373518140,1
4335403263,1
4369848681,1
4378250316,1
4334457724,1
4363954337,1
4315864397,1
4381786393,1
4345521123,0
4365203180,0
4381102306,1
4333696292,0
4375483941,1
4321554017,0
4378033600,0
4376831242,1
4376315387,1
4351509216,1
4367734782,1
4383939899,0
4360953451,1
4378437860,0
4319361659,0
4317923363,1
4380459538,1
4319015786,0
4375143579,0
4351947687,1
4378324843,0
4375972911,0
4347980546,1
4385881914,1
4344397460,0
4382180651,1
4350955041,0
4378815810,0
4359468220,0
4369260203,0
4341186520,1
4349384133,1
4379893847,0
4373652659,1
4423099843,1
4382234615,0
4331520237,0
4364364764,1
4351681806,1
4356517431,1
4379821235,1
4369771587,1
4366757271,0
4379893847,0
4327748409,0
4382342500,0
4383788396,0
4375613177,1
4339191693,1
4375575451,0
4381003026,1
4352209789,1
4366467558,0
4378658690,0
4379000667,1
4367686701,0
4319134703,1
4317193254,1
4318461537,1
4367629435,1
4332194148,0
4315829681,0
4360186818,1
4383505205,1
4327286948,1
4356473176,0
4382790310,0
4370273449,0
4410900411,1
4318601202,1
4329909741,0
4357699027,0
4368164393,1
4377227009,0
4366625429,1
4344732641,0
4381518034,1
4324261126,0
4367174810,0
4343294328,0
4334031731,0
4368987083,1
4352724012,1
4367968790,0
4313144937,1
4368264948,1
4383882688,0
4338661716,0
4379104819,0
4374567033,0
4382445951,1
4370530360,0
4344388396,0
4363734869,0
4319748896,0
4384993055,0
4366467558,0
4322187199,1
4382674374,0
4314815191,1
4379572175,1
4343607763,0
4329699070,0
4379893847,0
4337511236,0
4374278933,0
4313199005,0
4349562555,1
4365948525,1
4376248675,1
4317551269,1
4372763387,1
4329670628,0
4380974218,0
4369601175,1
4369252302,0
4375515414,1
4375088091,1
4384174511,1
4380586367,1
4378016839,1
4320575921,1
4325832481,0
4379603453,0
4374556248,1
4377333525,0
4360209010,0
4361191081,0
4369002477,0
4328098367,0
4362520923,1
4359355711,1
4364184002,0
4367317686,0
4348726902,1
4342494166,0
4367917161,1
4375390019,1
4378666876,0
4374743116,1
4341128994,1
4377980846,1
4378331707,0
4367468436,1
4385982081,0
4385703469,1
4385422320,0
4382860400,1
4368942196,1
4320314328,0
4385893542,0
4378892957,0
4366837037,1
4323920482,0
4383498856,1
4327748409,0
4419469696,0
4377155728,0
4384993055,0
4384158189,0
4354425358,1
4381171874,1
4318790855,0
4386538936,1
4373771310,1
4376661430,1
4376250605,1
4374981192,1
4365165502,1
4409115727,0
4425033749,1
4380599049,1
4384681940,1
4375996261,1
4372027683,0
4377992262,1
4420463215,1
4333155429,1
4352409566,1
4377691215,1
4385986213,1
4379590994,1
4352008521,1
4340571995,0
4382729307,1
4353124276,0
4333949484,0
4381798442,0
4383546366,0
4380773099,1
4352294106,1
4377485797,1
4422963543,1
4366026775,1
4365390485,1
4381821012,0
4348710242,0
4381502540,1
4351404743,0
4363802876,0
4383116211,1
4316989471,0
4344085981,0
4371127474,0
4415831099,1
4343918779,0
4382578633,1
4364597785,1
4325590807,1
4380058341,1
4379869479,0
4314657317,1
4317886310,0
4364254315,1
4373500508,0
4383499698,1
4382790310,0
4374309428,0
4352458108,1
4348725990,1
4370532335,1
4374692978,1
4380270216,0
4366253063,0
4359173312,0
4356567825,0
4383524490,0
4364601918,1
4344673131,1
4377161034,0
4379814089,0
4338973024,0
4362389527,0
4320713697,1
4377086382,1
4380396388,0
4333575691,1
4380497924,1
4349688659,0
4383507859,1
4373500508,0
4376065648,0
4317796791,1
4375827251,0
4373256299,1
4353748225,0
4348558623,0
4376833942,1
4363348703,1
4348710242,0
4341707623,1
4341538452,1
4355047165,1
4354752796,1
4368190988,1
4383948696,0
4381242095,1
4325925109,1
4385704419,1
4378611043,1
4365526482,1
4383097830,0
4383882688,0
4379821969,0
4322775332,0
4382540841,1
4382911103,0
4314455471,0
4345357118,0
4317935707,0
4373500508,0
4374815617,0
4324915263,1
4363770166,0
4382790310,0
4380216200,1
4375248935,0
4365782587,1
4383621661,1
4376012163,1
4323241524,0
4415516448,1
4379986700,1
4316347466,1
4376972991,1
4367382531,1
4370372932,1
4359450715,0
4349421326,0
4354282081,0
4376941991,1
4382297504,0
4374962915,1
4384425309,0
4364315926,0
4380511795,0
4384314491,1
4353317943,1
4379714814,0
4339659550,0
4352755673,0
4378301079,0
4322552582,0
4342618728,1
4339236837,0
4346700679,0
4355023008,1
4374082241,1
4377054417,1
4328512048,0
4375575451,0
4361884231,1
4376424787,1
4333411179,1
4375475993,1
4360319268,1
4372195237,0
4361193089,0
4363452732,1
4320163337,0
4415225276,1
4383754697,1
4375152709,0
4354916981,1
4318730843,1
4315929796,0
4334698995,1
4321070282,1
4376555145,1
4365823786,0
4358987101,0
4373019723,1
4380334305,1
4383787412,1
4360197205,1
4362045672,0
4414690493,1
4366565365,0
4368136208,1
4365497256,0
4375143579,0
4317700696,1
4357734042,0
4371503365,0
4372365843,1
4368356196,0
4350055890,1
4327748409,0
4385893542,0
4324929024,0
4366373519,0
4375827251,0
4319784518,1
4313203395,1
4369859620,1
4351577588,0
4366603164,1
4382310288,0
4374065290,0
4363027538,1
4369501284,0
4367396701,1
4316131071,1
4379539677,1
4381026676,0
4379893847,0
4353313263,0
4378365801,1
4338270943,1
4353369905,0
4381992383,0
4372057407,1
4332146620,1
4358174921,1
4370491460,1
4326161500,0
4366965298,1
4383721196,0
4346178362,1
4380719301,0
4370484687,1
4381674748,1
4364518275,1
4331808437,0
4363524816,0
4315072509,1
4365457628,0
4346304287,1
4386783566,1
4363207887,0
4383984935,1
4378443573,0
4374353067,0
4315607680,1
4370107856,1
4352148418,1
4338422575,0
4381000092,1
4376045136,1
4376321745,1
4383457404,1
4385083456,1
4375143579,0
4380589717,1
4380114814,1
4381335308,0
4328304020,1
4384275470,0
4380201161,1
4378574405,0
4338864823,0
4411503853,0
4322775797,1
4346312337,1
4319175836,1
4380668215,0
4342335337,1
4385893542,0
4367466276,0
4377586713,1
4381317977,0
4370144225,1
4376679178,1
4378132240,1
4332930228,1
4370814226,0
4377236560,0
4379938825,0
4381651604,1
4384081734,0
4352787657,0
4343137003,1
4383465712,1
4376754978,0
4360182934,1
4323125683,0
4383271808,1
4314276957,1
4330783152,1
4356794814,0
4358540946,0
4347245646,0
4367920457,1
4382087186,0
4370132650,1
4354001477,1
4360129615,1
4333915459,0
4385222508,0
4379607554,0
4359623591,1
4341049162,0
4336361032,0
4379280673,0
4334773239,1
4376009410,0
4348386036,1
4381885885,0
4322267840,1
4370144096,1
4347624075,0
4423367343,1
4364753927,1
4336011156,1
4341571684,0
4380314173,1
4382742763,1
4354524555,0
4316581094,0
4328025355,1
4361534185,0
4370142748,1
4381845005,0
4380526367,0
4383647185,1
4315324286,0
4363734869,0
4368897738,0
4356757709,1
4367887052,1
4381718054,0
4333988437,1
4375985733,0
4345901719,0
4381696989,0
4384667653,1
4367562172,0
4333951744,1
4323356673,0
4378004043,1
4333969837,1
4337991782,1
4346371005,1
4386019669,0
4321944418,0
4385299634,0
4370261303,1
4378898308,0
4443146789,1
4315978843,1
4322552582,0
4319138667,1
4377368106,1
4368418594,1
4375873735,1
4331808437,0
4352288004,1
4360209010,0
4317553406,0
4379119316,0
4374822047,1
4381886756,1
4351215766,1
4342499674,1
4354664423,1
4363947055,0
4381538449,0
4363726023,0
4372195237,0
4366505969,0
4379941351,0
4341519704,1
4385797344,0
4359509639,1
4370538546,0
4377021859,0
4373849754,0
4339949112,0
4323499207,0
4342799748,0
4385065956,1
4325455074,1
4321268197,1
4375876671,1
4380820958,0
4383983725,1
4366467558,0
4383989855,1
4376165451,1
4349849673,1
4370261511,1
4362876593,0
4340367444,1
4382377996,0
4332081486,1
4378271663,1
4372584151,1
4364314602,0
4359084821,1
4381427868,1
4379693074,0
4346839680,0
4342577690,0
4424366963,0
4351746507,1
4336427981,1
4378194097,0
4317299378,0
4344691258,0
4378381876,1
4362889118,0
4379119294,0
4374049396,1
4383111569,1
4371022988,1
4374288729,1
4372867988,1
4367660808,1
4354431044,0
4345656126,1
4368807462,0
4322552582,0
4357396783,0
4352892068,0
4376060190,1
4385893542,0
4383506954,1
4379584797,1
4384048416,1
4351942978,1
4336650091,0
4384874384,0
4373281079,1
4384287583,1
4381355369,0
4361049776,1
4366256268,0
4375949249,0
4358832359,1
4399651989,0
4358599288,1
4382687669,1
4385186328,1
4377693614,1
4368265808,1
4369864492,1
4359343632,1
4383067494,1
4329875473,1
4376021787,1
4380186071,1
4376426196,1
4378529861,1
4357293243,1
4329996661,1
4372635618,1
4359733058,1
4367752582,0
4366764999,0
4351638086,1
4384144602,1
4385439591,1
4365841791,1
4355385103,0
4356215669,1
4406177177,1
4352668674,1
4383928367,1
4317397582,1
4379973255,1
4376185437,0
4377054718,1
4313931490,0
4319304452,1
4354892448,1
4353663854,0
4368696199,1
4355845416,0
4339819203,0
4377558588,1
4379988739,0
4321494637,0
4380042411,0
4319361659,0
4380834453,0
4372663080,0
4382190444,0
4316821448,0
4327748409,0
4373438846,1
4377854164,1
4361885323,1
4313893896,1
4313767504,0
4383374895,1
4380783626,0
4373538686,0
4368175236,1
4383937721,0
4313190855,0
4409575229,1
4362619989,1
4359667512,1
4383995623,1
4373574159,0
4338823038,1
4378817689,1
4313767504,0
4375426407,0
4418876028,1
4352294864,0
4383420137,0
4341739174,0
4322775332,0
4337115568,1
4380202979,0
4383882688,0
4325982833,1
4379889014,0
4363626387,0
4357085555,0
4374868924,1
4333784680,1
4378046672,0
4381699257,1
4326279377,0
4338436760,1
4353117303,0
4380456252,1
4345855753,1
4381756600,0
4317234877,0
4386322444,0
4348710242,0
4339211931,1
4364972626,0
4314564731,0
4378810286,1
4380695330,0
4382790310,0
4373500508,0
4376700512,1
4355488730,0
4363010420,0
4381638660,1
4379656472,1
4384448908,1
4321865045,1
4381912804,1
4365542656,1
4332128561,1
4411188387,1
4355845416,0
4344623003,0
4330440047,1
4368746273,0
4379587858,1
4383512014,0
4331466517,1
4377982401,1
4326682752,0
4369236356,1
4360981975,1
4383465896,0
4333940596,1
4355791015,0
4313823706,0
4375538779,1
4379821508,1
4358987101,0
4372816299,0
4368807462,0
4356971106,0
4320475922,1
4385003552,0
4365010821,0
4386689536,0
4378986251,0
4329699070,0
4362468180,0
4382541623,1
4379893847,0
4355844396,1
4366465776,1
4358620579,0
4380902924,1
4383603923,1
4330493604,0
4359410604,1
4360522682,1
4346291762,1
4384993055,0
4315303440,1
4374406964,0
4383882688,0
4316678062,1
4379273989,0
4360968828,1
4379810875,0
4353310495,1
4369461359,1
4385222222,1
4327748409,0
4338165648,1
4383882688,0
4378145275,1
4336574602,0
4352725482,1
4380147776,0
4372195237,0
4371714349,1
4335855644,0
4345420065,0
4379281349,1
4366496877,1
4363028933,0
4358009570,0
4384993055,0
4366155082,1
4368418430,1
4347369884,0
4334031731,0
4367843107,0
4344663864,1
4353214221,0
4385703287,1
4372268704,0
4333988379,1
4334588093,1
4315317269,1
4371560449,1
4342309890,1
4383882688,0
4376848325,1
4378047224,0
4372067631,0
4380513148,1
4380718453,1
4337337081,1
4378252368,1
4365242210,1
4355601384,1
4338663322,1
4375474311,1
4360557563,1
4420471184,0
4386019669,0
4366071512,1
4357168895,1
4386359766,0
4373849754,0
4331808437,0
4380795870,0
4379817094,1
4378011225,0
4379966282,1
4382790310,0
4374250778,0
4351427327,0
4378011225,0
4381885885,0
4378476867,1
4375461541,1
4374029591,1
4374584030,0
4381336381,0
4316401626,0
4316520476,1
4365718055,0
4379600931,1
4373214502,0
4371025840,1
4380883159,1
4323034150,1
4379161874,1
4349268080,0
4339204455,1
4378419394,1
4367993613,1
4316523181,1
4362389527,0
4330784823,0
4317280147,1
4381584988,0
4372429473,0
4378620480,1
4359361260,1
4382790310,0
4322552582,0
4361353561,0
4359621005,0
4383577988,0
4340642726,1
4315146552,0
4421259251,1
4373541808,1
4360268294,1
4379704031,1
4349317652,0
4356788365,0
4416661685,1
4376573788,1
4318687421,0
4316779069,1
4378538268,1
4382164855,1
4379941351,0
4350811862,0
4370724417,0
4346686965,1
4383394538,1
4377188050,1
4363361759,0
4371610802,0
4323140685,0
4315463728,0
4325661020,0
4327748409,0
4375143579,0
4372604186,1
4329129563,1
4347618362,1
4381712231,0
4378391727,1
4318603006,0
4319759594,1
4323356673,0
4366235145,0
4385082574,1
4378009303,1
4350714450,1
4370781841,1
4379596657,1
4364614571,1
4346782325,0
4383882688,0
4373966775,1
4350113037,1
4322552582,0
4319197554,0
4318988373,1
4379161142,1
4367329887,0
4341159830,1
4391895485,1
4378263570,0
4363279566,1
4328921457,0
4383465306,1
4370481913,1
4377206066,1
4336575948,0
4359417511,0
4347308516,0
4353224069,1
4367606605,0
4364240443,1
4379301599,1
4378621835,1
4382522933,0
4358693861,1
4330573495,1
4380712540,1
4329644024,1
4317746296,0
4351974437,0
4407869529,1
4382420779,1
4380883409,1
4343789807,0
4371605836,1
4354723476,0
4356754620,1
4386612727,1
4316792268,0
4379928907,1
4353117303,0
4315570076,1
4331808437,0
4333789158,1
4373374839,1
4383673209,0
4376937696,1
4317410526,1
4407128398,1
4350842625,1
4323055325,1
4382790310,0
4373529333,1
4360915606,1
4377217294,1
4316524000,1
4353706982,0
4384517575,1
4379084425,0
4385982081,0
4319698317,1
4373241618,1
4330312288,1
4316042995,0
4325004917,1
4344039147,1
4343627133,1
4314199883,0
4335840595,0
4370665468,1
4378051772,0
4351542393,0
4340542255,1
4356593205,0
4377105986,0
4332338368,1
4362912325,0
4332787604,1
4394784724,0
4316189508,0
4372811227,0
4363435212,1
4343918779,0
4339097410,0
4377964988,0
4336164359,0
4366687670,1
4362410889,1
4361353561,0
4359287566,0
4357766927,1
4346916004,1
4371959597,1
4375483378,1
4338661716,0
4422181524,1
4378897973,1
4365525833,1
4331428270,0
4377482041,0
4337526470,1
4361353561,0
4370771254,1
4380330498,0
4382459777,1
4379005896,1
4347997125,0
4375927416,1
4341683614,0
4417633118,0
4375264722,0
4332476390,0
4371700742,0
4381673722,0
4317599030,0
4376935631,1
4412163028,0
4351283043,0
4419910493,1
4353555031,0
4358195294,1
4378661969,1
4376146383,1
4378285753,1
4316260916,0
4364559141,0
4378299799,0
4363675279,1
4328541270,0
4332593707,0
4331519601,0
4379334705,1
4381515882,1
4384993055,0
4379572710,1
4381684670,1
4379941351,0
4384993055,0
4376674044,0
4317265231,1
4327748409,0
4346212879,0
4319027912,0
4318711751,1
4325753452,0
4358839495,1
4316359360,1
4320314328,0
4380708680,1
4375143579,0
4358077256,1
4373118266,1
4331808437,0
4366467558,0
4376389481,1
4341801163,0
4385982081,0
4316781080,1
4362389527,0
4341680011,1
4327164715,0
4373520775,1
4358987101,0
4361353561,0
4333795372,0
4355987635,1
4355807713,1
4361808614,0
4346619693,0
4366436917,0
4367740682,1
4379713048,0
4344537196,1
4344674871,1
4384639862,1
4370366519,1
4368188178,0
4345596976,1
4385059611,1
4375143579,0
4316172521,0
4378405596,0
4380846964,1
4380718839,1
4336184502,1
4383956992,0
4356346329,1
4316371312,1
4360474730,0
4316436404,0
4356340745,1
4378407149,0
4423493541,1
4381711857,0
4331808437,0
4370801315,0
4371580054,1
4376286353,0
4385126222,0
4381823157,1
4412272984,0
4370907280,0
4318144162,0
4358099818,0
4327748409,0
4368001818,1
4326440860,1
4336316042,1
4317309754,1
4338145519,1
4353117303,0
4366504028,0
4351505751,1
4377492146,1
4337204292,0
4377204686,1
4362712969,0
4375339391,1
4356174756,0
4357085555,0
4378301079,0
4380203143,0
4371529781,0
4385060437,1
4383784192,0
4421272022,0
4331808437,0
4379310933,1
4366565365,0
4376009410,0
4379893847,0
4373068325,0
4367641574,1
4363835097,0
4362798305,1
4382221557,1
4376946244,1
4384791604,1
4376603139,0
4355801189,1
4385893542,0
4383529599,0
4330541085,0
4385807712,0
4367651802,1
4382823598,1
4383133145,1
4332121015,1
4365931259,1
4373800274,1
4372853702,0
4378092035,0
4331808437,0
4374769434,0
4332384966,1
4366820932,1
4379111171,0
4367874515,1
4343208934,0
4407554119,0
4329235971,0
4383882688,0
4359418470,0
4331075860,1
4391805594,0
4369627946,1
4386480998,0
4384969295,1
4377846158,0
4355000763,0
4359546171,0
4346329776,0
4339932200,0
4383627458,1
4401284683,1
4361893587,0
4375906248,1
4365453055,0
4379714814,0
4317632701,0
4383738523,0
4319601618,0
4326282853,0
4381456400,0
4316786393,1
4378472799,0
4344566165,0
4378673905,1
4343652710,1
4386252688,0
4358176236,1
4378530771,1
4382732919,1
4333084215,0
4375143579,0
4331168772,1
4331981381,0
4360286212,1
4318214138,1
4358492651,1
4377140179,0
4367084868,0
4381885885,0
4331904346,0
4317128336,0
4423622518,1
4350530416,0
4382790310,0
4382694251,0
4373849754,0
4322552582,0
4380212894,1
4348710242,0
4383775042,0
4358493103,0
4371608700,1
4362693097,1
4316990893,0
4373455046,0
4369993191,0
4382790310,0
4376012872,1
4374744731,0
4380219401,1
4366467558,0
4335241912,0
4343873953,1
4383024827,0
4316641067,1
4378541460,0
4314160789,0
4385893542,0
4353816194,0
4316260916,0
4364096194,0
4329670628,0
4380475366,0
4383775598,0
4369223632,0
4381042217,1
4375053897,0
4376089807,0
4345649268,1
4363856784,1
4344671182,1
4320314328,0
4379941351,0
4338973024,0
4319894548,0
4381638846,0
4373566852,0
4358987101,0
4366552704,1
4383775598,0
4365794515,1
4361353561,0
4381885100,0
4377439267,0
4362588442,0
4315772420,0
4380898302,0
4409704699,1
4370531602,0
4379445233,1
4352418468,1
4372275560,0
4363734869,0
4321538795,1
4373412708,1
4317492860,0
4355483846,0
4386514964,1
4376806305,1
4401617223,1
4328769701,0
4376821517,0
4378785644,0
4349828650,1
4345647922,1
4380366842,1
4377760877,0
4336927026,1
4379821969,0
4372851590,1
4384993055,0
4380855694,1
4381885885,0
4373125434,1
4360314462,1
4382822028,0
4314564731,0
4324020420,1
4338411375,1
4415995674,0
4364875602,1
4317201904,1
4382314670,0
4362159867,1
4358951719,1
4316027892,0
4362064051,0
4342072399,0
4364252539,1
4380719301,0
4378003985,1
4381902320,1
4317740829,0
4385045025,1
4361456666,1
4378924018,1
4365718946,0
4377638151,1
4368683397,1
4381648946,1
4443918320,1
4323906113,0
4379893847,0
4366791488,0
4362389527,0
4332287916,1
4341412971,1
4379012822,0
4362620038,1
4317038006,1
4357399500,0
4316167804,0
4373831167,1
4367606605,0
4380497006,1
4399651989,0
4353117303,0
4385369449,1
4361590798,0
4372765611,1
4362248726,1
4376934938,1
4378943853,0
4320034693,1
4385982081,0
4376009410,0
4418033047,0
4329397373,0
4317169017,0
4357085555,0
4374023527,1
4376009410,0
4338892273,1
4379844886,1
4385272495,0
4375484471,1
4315726567,0
4365451822,0
4349385168,1
4344732641,0
4382857362,1
4331808437,0
4338661716,0
4338398780,0
4385041342,0
4376060806,1
4385716985,1
4340218214,1
4366965720,1
4379009469,1
4367282551,1
4377554056,0
4382471685,1
4348077123,0
4383670970,0
4375091539,1
4315301320,1
4374047117,1
4344434600,1
4358749578,1
4382790310,0
4319717220,0
4354026587,1
4360169180,1
4376222201,0
4354891782,1
4384399527,1
4384005591,0
4331808437,0
4379579369,1
4380580711,1
4381174052,1
4367175265,0
4331192596,1
4356340981,1
4379105672,0
4324346489,0
4380525795,0
4330493604,0
4380616188,0
4329238821,0
4350481740,1
4368148240,1
4382119735,0
4360803794,0
4381018524,1
4381507621,0
4362280086,1
4314789375,1
4347101626,0
4375795260,1
4370521752,1
4370204652,0
4379997511,1
4380194615,1
4379698682,1
4420463343,1
4384038858,1
4358062450,1
4381511821,1
4377168408,1
4342313221,1
4374128405,0
4363814742,1
4333240960,0
4376844574,1
4379260514,0
4377042717,1
4379276522,1
4384952949,1
4380866193,0
4348113613,1
4355763417,0
4315998897,0
4377781245,0
4358510741,0
4351574096,0
4355431042,0
4385207419,0
4378123128,1
4383420137,0
4380582729,0
4421443316,0
4344795950,1
4361215494,1
4376009410,0
4344085548,0
4331808437,0
4385893542,0
4381642824,0
4378944806,1
4380621359,1
4376856493,0
4381299387,1
4369259367,0
4376949158,0
4362140925,0
4382079744,1
4380259801,1
4384010602,0
4317632701,0
4347422550,1
4376170373,1
4385750325,1
4349703029,1
4368412167,0
4319026122,1
4380349768,1
4315742233,1
4333696292,0
4348266789,0
4375050927,0
4354627325,1
4342799611,0
4363017747,0
4396169779,0
4367268537,1
4375602058,1
4359144777,0
4332093543,0
4335018797,0
4384157773,1
4367602563,1
4396169779,0
4365937510,1
4373102495,0
4374959476,1
4378898308,0
4348445623,0
4333680080,1
4385982081,0
4338422575,0
4341322775,1
4375306667,0
4391539381,0
4450869800,1
4376950874,1
4357085555,0
4361099351,1
4316378050,0
4347499039,0
4379869884,0
4384770650,1
4378904336,0
4372812128,0
4349391017,1
4318624691,1
4378088487,1
4363647803,0
4331820021,0
4351522842,1
4376051768,0
4380270303,0
4375143579,0
4358987101,0
4314199883,0
4359686938,0
4381654584,1
4357050664,1
4399643391,1
4379893847,0
4362086106,0
4384024604,1
4314418871,1
4333967659,1
4366688728,1
4338661716,0
4317944004,1
4377799390,0
4355772342,0
4361315619,1
4360284455,0
4385893542,0
4381523845,1
4351375130,1
4368177017,1
4382522933,0
4379656336,1
4359662568,1
4363306508,1
4352175208,0
4363207135,1
4380453212,1
4363631797,0
4352678626,1
4352454076,0
4353124276,0
4380614434,1
4378325778,0
4332504185,1
4377262132,0
4350428910,1
4334093642,1
4346914608,1
4383469164,1
4369888200,1
4343613108,1
4381885885,0
4373074294,0
4384636794,1
4380116276,1
4374620155,1
4353117303,0
4376738880,0
4373533477,1
4368697193,0
4356795493,0
4374965549,1
4361067875,0
4378185291,0
4358438815,1
4359618018,1
4349296465,1
4370138978,0
4323163223,1
4381496367,1
4382030103,1
4374722142,1
4359961577,0
4333832217,0
4362030120,1
4378876232,0
4346278494,1
4338661716,0
4336516797,0
4376967150,0
4365903658,1
4339227670,1
4380061621,1
4315887963,1
4383737555,0
4359095733,1
4371610802,0
4371011891,1
4383491486,1
4319677657,1
4358500316,1
4376153845,0
4378362385,0
4384817194,1
4454048182,1
4326932455,0
4343607763,0
4336357548,0
4366256056,0
4353117303,0
4359386239,1
4377231208,1
4379275118,1
4414697391,0
4380689421,0
4331369442,1
4327748409,0
4352444424,1
4320874226,1
4359579497,0
4380728186,1
4316260916,0
4384935074,1
4382187922,0
4380579419,1
4326112114,0
4386411488,1
4363207611,1
4385982081,0
4373500508,0
4350985262,1
4371011816,1
4339932200,0
4329889204,1
4376706362,1
4372723403,1
4346136381,1
4382206410,1
4380711212,1
4339728025,1
4352566643,0
4380766473,0
4384720947,0
4422567543,0
4416019679,1
4382046202,1
4314457825,1
4317860507,1
4373299419,1
4367626109,1
4379964148,1
4338661716,0
4377087210,0
4343128235,1
4331808437,0
4373774372,1
4316369495,1
4375511135,1
4327381610,1
4327488229,0
4370646362,1
4374262068,0
4362389527,0
4348733219,0
4320460012,0
4365816099,0
4345417711,0
4345223693,1
4385893542,0
4371294183,1
4379941351,0
4360410691,0
4326454672,1
4328913484,0
4338422575,0
4359881082,1
4385778862,0
4376009410,0
4382336101,0
4362913471,1
4374884336,1
4336537353,1
4373059329,0
4367348776,1
4378305154,0
4382694251,0
4379280673,0
4348266789,0
4404182125,1
4351904670,1
4382650308,0
4378458422,0
4354278005,1
4380996929,1
4375316106,0
4380347591,1
4328700943,1
4378395925,0
4350481724,1
4379078332,1
4361725925,0
4376156627,1
4362153753,0
4359828408,0
4421918577,1
4365457171,0
4380351437,0
4320446734,1
4318453565,0
4381992989,0
4372089976,1
4376615362,0
4360423324,1
4373849754,0
4382812730,1
4373500508,0
4380705833,1
4315604701,1
4384062406,0
4321554017,0
4375784808,1
4384418230,1
4379696235,0
4378675717,1
4372067631,0
4379280535,1
4339004996,0
4376056047,1
4375838856,0
4366115555,0
4381472462,0
4320223437,0
4373131209,1
4359450715,0
4380703444,0
4380719698,1
4359841042,0
4331172779,1
4381643070,1
4380768914,1
4370627519,0
4335275568,1
4325463144,0
4317826305,1
4379662751,1
4366467558,0
4362011857,0
4381509082,0
4371117732,0
4374910705,0
4375545108,0
4392295714,1
4371643489,0
4379280673,0
4344465366,1
4320152819,1
4327748409,0
4377234607,0
4317397848,0
4377469193,0
4350480748,1
4379941351,0
4383420137,0
4372517510,1
4381488746,0
4377362694,1
4379271041,1
4385704489,0
4385558559,1
4346782325,0
4360566813,1
4368835935,0
4373682587,1
4384040372,1
4369237858,1
4379265633,1
4375838856,0
4376770244,0
4347586328,1
4330193705,0
4380211708,1
4374292500,1
4372618131,0
4384770656,1
4365196619,0
4373940863,0
4328277852,1
4319489353,0
4420461649,1
4358987101,0
4313118453,1
4376320128,1
4358864673,0
4377470462,0
4380687469,0
4374940278,1
4360458044,1
4337179916,0
4380220266,0
4377711570,1
4363873316,1
4378987420,0
4383255712,0
4376009410,0
4326353181,0
4348496811,1
4373174903,1
4334236671,1
4347710191,1
4333330970,1
4383113797,0
4349310691,0
4318894725,1
4373455046,0
4380349113,1
4373174668,1
4325960214,0
4379335785,1
4351929723,1
4374751744,0
4371582114,1
4314187115,1
4347742868,1
4377994161,1
4374865206,0
4380663059,0
4328474362,1
4314341063,0
4350067436,1
4342582326,1
4351817435,1
4377140179,0
4326104763,0
4380653300,1
4359376624,1
4398777145,0
4361632212,1
4379559031,1
4380589621,0
4381172634,0
4382114939,0
4355147525,0
4369073803,0
4382046000,1
4381506000,1
4323584100,1
4356296636,0
4381551665,0
4379964398,1
4371381179,0
4332680332,1
4357069519,0
4378986251,0
4357010540,1
4380719301,0
4338666198,0
4357085555,0
4321944418,0
4360977744,1
4340210840,0
4374953903,1
4314205179,0
4378151256,1
4348710242,0
4376289352,1
4376916716,1
4316650824,1
4315903439,1
4332939715,1
4316125818,1
4327816102,1
4343184582,0
4357539675,1
4379941351,0
4363726023,0
4372119609,1
4356355185,1
4381897549,1
4336150230,0
4349931300,1
4347227322,1
4371229602,0
4367606605,0
4379334045,1
4318906425,1
4377337877,1
4336547402,1
4367390511,1
4356097691,1
4364069150,1
4349195294,0
4379786588,1
4380578046,1
4379804421,1
4353883490,0
4343639005,0
4333069294,1
4362389527,0
4363010420,0
4374613167,1
4335491212,1
4330834311,1
4356768321,0
4373537642,1
4368696141,1
4376555309,0
4346835542,1
4352986482,1
4363890570,0
4336163878,0
4381925946,1
4346170453,0
4384993055,0
4377358627,1
4411188505,0
4376009410,0
4379559961,0
4319663646,1
4377875856,1
4368829810,1
4355448043,1
4384081734,0
4317579660,1
4368807462,0
4378297413,0
4359100090,0
4382790310,0
4380674668,0
4379539209,1
4326854749,1
4382575473,1
4385141323,0
4421259423,0
4378425731,0
4328103248,0
4321781890,0
4361021578,0
4330124488,1
4366343037,0
4331808437,0
4337569472,0
4327748409,0
4380058929,1
4423332054,1
4360074252,0
4350859815,1
4363815448,0
4370751691,1
4376963176,1
4379821365,1
4316436404,0
